id,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
16979,3.3468695789238816,0.6201010109097636,0.945171664452212,1.0,0.0,0.0,1.0,0
12430,14.4828675059082,0.17018528271401,1.0848364085343327,1.0,0.0,0.0,1.0,0
19872,5.74089848556986,0.16752487444595,3.96965162918097,1.0,0.0,0.0,1.0,0
18763,4.098570123013085,0.2918497545454539,0.08412908706619,1.0,1.0,0.0,1.0,1
13547,7.539580099079918,0.2944385909847735,2.89088026583518,1.0,1.0,0.0,0.0,0
253,30.0376799393325,0.0037241436505938,2.334799233912,1.0,0.0,0.0,1.0,0
4345,2.774838176059095,0.4527143699586633,3.5775234768581146,1.0,1.0,0.0,1.0,0
12336,0.452879012548,0.1218794828755515,1.539592720472434,1.0,0.0,0.0,1.0,0
1488,2.847771795673317,3.03118930986412,0.39572418081869,1.0,0.0,0.0,1.0,0
2827,3.743195822654883,0.06818391712077,1.90639481825,1.0,0.0,0.0,1.0,0
15691,19.96470393339,0.2558505829131578,1.869298067241477,1.0,0.0,0.0,1.0,0
10093,0.927363438992825,0.17238095662026,0.2799183929449927,0.0,0.0,0.0,1.0,0
15577,8.18136516385098,0.0739245917671717,0.9374988278877,1.0,0.0,0.0,0.0,0
6140,6.09092888404847,0.30756888783869,0.2068882655408545,1.0,0.0,0.0,1.0,0
16499,4.847782726259813,1.128575441619095,0.227926682034,1.0,0.0,0.0,1.0,0
11336,7.590112125822752,0.15492826275949,2.45997967458927,1.0,0.0,0.0,1.0,0
9648,9.7164065359522,0.33893788293828,0.0377294480794726,1.0,0.0,0.0,0.0,0
14704,2.630868289812574,1.06534702944,1.859409813473645,1.0,0.0,0.0,1.0,0
11719,3.95514367901,6.917676628992733,1.6675662411861516,1.0,0.0,0.0,1.0,0
4053,11.859356749051711,0.261409435428,1.837254867993395,1.0,0.0,0.0,1.0,0
8620,2.14333935980109,0.290812390782822,0.3826243413695876,1.0,0.0,1.0,1.0,0
8877,17.38941765782433,0.3739287612154838,1.10492789590166,1.0,0.0,0.0,1.0,0
18761,4.837648020752611,1.737008030408845,1.95926105535,1.0,1.0,0.0,0.0,0
5575,1.847474717602398,0.4428677060892907,0.3525995858481755,1.0,0.0,0.0,1.0,0
7731,6.24693098234479,0.092099790585664,4.58273930557578,1.0,0.0,0.0,0.0,0
11942,3.039343379144035,1.533927952286,1.848505870408958,1.0,1.0,0.0,1.0,0
11760,8.29309513553822,0.09912952866452904,0.06898355511,1.0,1.0,0.0,1.0,0
1398,11.738443097361223,6.271667261215,4.826174799121755,1.0,0.0,0.0,1.0,0
15902,5.99673820467567,3.09338089074608,1.85949682489066,1.0,1.0,0.0,0.0,0
11431,3.816332728012855,13.14787501382437,3.25677740341168,1.0,0.0,0.0,1.0,0
14075,5.75492712709438,1.928456669232708,2.924594726582895,1.0,0.0,0.0,1.0,0
8747,3.854177970889898,2.829706099558417,0.89564308533,1.0,0.0,0.0,1.0,1
9553,4.814151366942366,0.939888097129567,1.4857662022994915,1.0,1.0,0.0,1.0,0
2259,2.912296965142455,2.086880295939,1.0977862476756524,1.0,1.0,1.0,1.0,0
19355,6.29581856104835,0.8350069580017,0.258035872409872,1.0,1.0,0.0,0.0,0
16872,8.0493907126638,0.3428681640309736,0.75693055703879,1.0,0.0,0.0,1.0,0
1993,5.63477981708,0.3566234527086278,0.879121534207824,1.0,0.0,0.0,0.0,0
15543,8.7114711015538,0.3909588914175832,0.719449722255788,1.0,0.0,0.0,1.0,0
18525,13.92289715,0.937257549104327,0.8570069058481101,1.0,1.0,0.0,0.0,0
18353,6.547254400792589,1.45657835709816,0.844892409018905,1.0,0.0,0.0,1.0,0
15579,27.9086148378914,0.0164171605263569,0.5641149228075285,1.0,0.0,0.0,1.0,1
3815,6.13471768392637,0.8232410990112974,1.663614170953433,1.0,0.0,0.0,1.0,0
5559,26.888986685453887,0.834275948113957,0.260060441705862,1.0,1.0,0.0,1.0,0
11717,2.8394413791612862,0.05343398154989,0.3038308904228855,1.0,0.0,0.0,0.0,0
16672,1.934603470275568,0.1399384945494955,0.4735140907111496,0.0,1.0,0.0,1.0,0
6517,13.619012526151375,0.0308141313664854,0.5898293378492717,1.0,1.0,0.0,1.0,0
17826,14.25778058796698,40.49272969484476,0.965240949682905,1.0,1.0,0.0,0.0,0
2625,3.510082624987887,2.564507864472625,1.21894540366546,1.0,0.0,0.0,1.0,0
17783,1.69302638592263,0.121755123955,0.8290129484848118,1.0,0.0,0.0,1.0,0
446,19.47283915805518,0.0953383958394745,1.908373374349905,1.0,1.0,0.0,0.0,0
13715,5.5239799479814,8.6117816356488,0.2557397908791696,1.0,0.0,1.0,1.0,0
11562,12.53693338127595,0.569669427108823,0.59646522952539,1.0,0.0,0.0,0.0,1
12678,1.542203697273319,0.1735697515397419,0.823447528292916,0.0,1.0,0.0,0.0,0
1485,0.486923174869096,0.26598829308906,2.45293940672923,1.0,0.0,0.0,0.0,0
3884,1.87908251622391,2.611882858476814,1.3539403714,1.0,1.0,0.0,1.0,0
18425,7.78193528976614,1.751388132408737,2.59121927272316,1.0,0.0,0.0,1.0,0
16472,29.9263947252549,5.58762428267565,1.849146908282275,1.0,0.0,0.0,0.0,0
2802,13.099122619103856,0.1688129025010199,2.9176820281467,1.0,0.0,0.0,1.0,0
1514,0.929659869135837,0.4268227597284423,0.2897185907809965,0.0,1.0,1.0,1.0,0
658,20.4908639476924,0.0812594750271257,2.24176801404733,1.0,0.0,0.0,1.0,0
14196,4.639774929332398,0.359716652213,0.534187959178905,1.0,0.0,0.0,1.0,0
3557,3.743288840954057,0.566204466289834,0.395849333498,1.0,0.0,0.0,0.0,1
9780,4.839674465368736,0.17121159381704,1.1335497664608711,1.0,1.0,0.0,1.0,0
8081,20.0657525244917,0.01607522885929,0.7798352498642545,1.0,1.0,0.0,1.0,0
3106,3.882367782814096,0.084039442412,0.3468593878476749,1.0,1.0,0.0,1.0,0
9626,25.08503856383424,0.3200292399261298,0.3187107439183468,1.0,0.0,0.0,1.0,0
5517,24.63730452537,0.619041214253537,1.934249917482887,1.0,0.0,0.0,0.0,0
12506,9.79554899392536,0.1414248838202798,1.816166789594037,1.0,0.0,0.0,1.0,0
4942,20.00372748176518,0.13142765182677,0.3912180770642916,1.0,1.0,0.0,0.0,0
10944,6.865650020405825,0.3565883675257875,0.869002275943712,1.0,0.0,0.0,1.0,0
2864,1.781329285099,0.967272940263965,0.811293594271396,0.0,1.0,0.0,1.0,0
6957,5.35775860751455,0.33956828241879,1.23364598557719,1.0,0.0,0.0,1.0,0
16489,2.964808878382965,0.748802916134077,0.944332914556065,1.0,0.0,0.0,1.0,0
19903,5.497418121717078,1.0997775281215258,0.3619559978,1.0,0.0,0.0,1.0,0
18410,8.18671488281213,4.19357865131809,0.1088707425496073,1.0,1.0,0.0,1.0,0
6114,0.037482597137543,0.0423333895352465,0.35681767184837,0.0,1.0,0.0,0.0,0
1962,3.782433974447,0.0812794464758799,1.5744509618252824,1.0,0.0,0.0,1.0,0
1264,4.566019924267544,0.5249582628442468,0.35757099551666,1.0,1.0,0.0,1.0,0
11291,29.91724681655147,0.289514246027,1.2079097934457599,1.0,0.0,0.0,1.0,1
15974,13.072449125735,7.639707548357585,0.0550271217184988,1.0,1.0,0.0,0.0,0
3094,2.39153670774086,0.29456775447939,0.967142435247086,1.0,1.0,0.0,1.0,0
6621,2.041477272426129,0.079816161701,1.926790880557098,1.0,0.0,0.0,0.0,0
1666,4.718253425352734,0.192289263418,0.7409690769758844,1.0,0.0,0.0,1.0,0
13330,13.17897925553593,0.081749284718054,0.2595362087884078,1.0,1.0,0.0,0.0,0
3169,20.043824646048307,1.099888086144054,0.6343812652747,1.0,1.0,0.0,1.0,0
17056,8.824339818889817,3.939012601804098,1.15353398369834,0.0,1.0,0.0,0.0,0
18623,5.234777990917779,0.18587850496,1.843121366357984,1.0,0.0,0.0,1.0,0
9033,1.788474944140515,0.2409390878484836,0.03687628271347,1.0,0.0,0.0,1.0,0
13524,10.7227057651588,1.12153775121849,1.14358848607811,1.0,0.0,0.0,0.0,0
2099,7.94700333588,0.913395865278889,0.734285050682925,1.0,0.0,0.0,0.0,0
8148,41.9431626252817,0.6636186867252213,2.20553780232929,1.0,0.0,0.0,1.0,0
17271,1.764261345696532,0.0959490955753595,2.2695642355443484,1.0,0.0,0.0,1.0,0
13367,7.89457865983524,0.098372465446415,0.3317383575336616,1.0,0.0,0.0,0.0,0
3817,12.36778827356896,2.25408764383517,0.879275514684789,1.0,0.0,0.0,1.0,0
1782,14.0680027172467,4.393068160972614,0.639014901241396,1.0,0.0,0.0,1.0,1
18547,9.8592889483894,0.2277981414170962,0.3928653345252445,1.0,0.0,0.0,0.0,0
6927,10.9582759777044,2.624456935384568,0.58661869181457,1.0,0.0,0.0,1.0,0
9625,12.44354565643574,1.06210580752916,1.19368938356567,1.0,0.0,0.0,1.0,0
3361,9.12391775281378,0.9396877296499,1.7916553586991368,1.0,0.0,0.0,1.0,0
698,7.634378855140107,0.1901338922992907,0.535722164909567,1.0,0.0,0.0,0.0,0
7559,5.711127548352575,0.00273905607524,0.2527082459205908,1.0,1.0,0.0,1.0,0
1847,2.817880117444834,0.065186450896713,1.622275580952896,1.0,0.0,0.0,0.0,0
8898,1.63394579653587,0.6829579911509716,0.544687895175095,1.0,0.0,0.0,1.0,1
3010,3.83469343745,0.0377332933752556,3.934505816151705,1.0,1.0,1.0,0.0,1
9781,12.7493395661938,0.0396616390576616,0.857488847338801,1.0,0.0,0.0,1.0,0
16109,0.816121738986686,2.8592611187594,1.716708936882576,1.0,1.0,0.0,0.0,0
1645,15.8683369141297,0.3536453836691737,1.99138817485909,1.0,0.0,0.0,1.0,0
1886,7.80891928274924,1.0535372739374425,0.0772755693835,1.0,0.0,0.0,1.0,0
2432,3.83788591299,0.1560333726593413,0.924884880449834,1.0,0.0,0.0,1.0,0
4563,52.29751424574538,0.2726381522245945,0.8133499161457,1.0,1.0,0.0,1.0,0
4940,2.788740155352824,0.037085236515,0.939394848981796,1.0,1.0,0.0,0.0,0
4433,15.89243867756909,0.0885978172897,1.8949441826282074,1.0,0.0,0.0,1.0,0
9441,4.917889534013024,0.0105781679773496,0.766167728604817,1.0,0.0,0.0,1.0,0
911,25.63460894057897,0.068011369139918,0.534384787,1.0,1.0,0.0,0.0,1
16972,5.82875496909,0.527771212485033,0.939242909426714,1.0,0.0,0.0,1.0,0
3100,7.836234778474482,0.9777089609615,3.38242513382948,1.0,1.0,0.0,1.0,0
6035,5.734252524357857,2.10382459573575,0.44308848602769,1.0,0.0,0.0,0.0,0
16793,5.904203526,0.0514012977782543,1.9088531314553776,1.0,0.0,0.0,1.0,0
14347,16.91764006615359,0.08151938472912,0.908183930693585,1.0,1.0,0.0,1.0,0
10035,12.18478926302779,0.723671925891902,1.3850691470464087,1.0,0.0,0.0,1.0,0
12385,2.913171707,0.1470458099331657,0.6648580557069894,1.0,0.0,0.0,0.0,0
16176,18.919553813,0.06488478629263585,1.0949294899124908,1.0,1.0,0.0,1.0,0
19159,3.35691801587816,0.130125604939086,0.966456979170182,1.0,0.0,0.0,0.0,1
